cod_municipio_ibge,nome,uf,nome_norm
3503109,Arandu,SP,arandu
3503158,Arapeí,SP,arapei
3503208,Araraquara,SP,araraquara
3503307,Araras,SP,araras
3503356,Arco-Íris,SP,arco-iris
3503406,Arealva,SP,arealva
3503505,Areias,SP,areias
3503604,Areiópolis,SP,areiopolis
3503703,Ariranha,SP,ariranha
3503802,Artur Nogueira,SP,artur nogueira
3503901,Arujá,SP,aruja
3503950,Aspásia,SP,aspasia
3504008,Assis,SP,assis
3504107,Atibaia,SP,atibaia
3504206,Auriflama,SP,auriflama
3504305,Avaí,SP,avai
3504404,Avanhandava,SP,avanhandava
3504503,Avaré,SP,avare
3504602,Bady Bassitt,SP,bady bassitt
3504701,Balbinos,SP,balbinos
3504800,Bálsamo,SP,balsamo
3504909,Bananal,SP,bananal
3505005,Barão de Antonina,SP,barao de antonina
3505104,Barbosa,SP,barbosa
3505203,Bariri,SP,bariri
3505302,Barra Bonita,SP,barra bonita
3505351,Barra do Chapéu,SP,barra do chapeu
3505401,Barra do Turvo,SP,barra do turvo
3505500,Barretos,SP,barretos
3505609,Barrinha,SP,barrinha
3505708,Barueri,SP,barueri
3505807,Bastos,SP,bastos
3505906,Batatais,SP,batatais
3506003,Bauru,SP,bauru
3506102,Bebedouro,SP,bebedouro
3506201,Bento de Abreu,SP,bento de abreu
3506300,Bernardino de Campos,SP,bernardino de campos
3506359,Bertioga,SP,bertioga
3506409,Bilac,SP,bilac
3506508,Birigui,SP,birigui
3506607,Biritiba Mirim,SP,biritiba mirim
3506706,Boa Esperança do Sul,SP,boa esperanca do sul
3506805,Bocaina,SP,bocaina
3506904,Bofete,SP,bofete
3507001,Boituva,SP,boituva
3507100,Bom Jesus dos Perdões,SP,bom jesus dos perdoes
3507159,Bom Sucesso de Itararé,SP,bom sucesso de itarare
3507209,Borá,SP,bora
3507308,Boracéia,SP,boraceia
3507407,Borborema,SP,borborema
3507456,Borebi,SP,borebi
3507506,Botucatu,SP,botucatu
3507605,Bragança Paulista,SP,braganca paulista
3507704,Braúna,SP,brauna
3507753,Brejo Alegre,SP,brejo alegre
3507803,Brodowski,SP,brodowski
3507902,Brotas,SP,brotas
3508009,Buri,SP,buri
3508108,Buritama,SP,buritama
3508207,Buritizal,SP,buritizal
3508306,Cabrália Paulista,SP,cabralia paulista
3508405,Cabreúva,SP,cabreuva
3508504,Caçapava,SP,cacapava
3508603,Cachoeira Paulista,SP,cachoeira paulista
3508702,Caconde,SP,caconde
3508801,Cafelândia,SP,cafelandia
3508900,Caiabu,SP,caiabu
3509007,Caieiras,SP,caieiras
3509106,Caiuá,SP,caiua
3509205,Cajamar,SP,cajamar
3509254,Cajati,SP,cajati
3509304,Cajobi,SP,cajobi
3509403,Cajuru,SP,cajuru
3509452,Campina do Monte Alegre,SP,campina do monte alegre
3509502,Campinas,SP,campinas
3509601,Campo Limpo Paulista,SP,campo limpo paulista
3509700,Campos do Jordão,SP,campos do jordao
3509809,Campos Novos Paulista,SP,campos novos paulista
3509908,Cananéia,SP,cananeia
3509957,Canas,SP,canas
3510005,Cândido Mota,SP,candido mota
3510104,Cândido Rodrigues,SP,candido rodrigues
3510153,Canitar,SP,canitar
3510203,Capão Bonito,SP,capao bonito
3510302,Capela do Alto,SP,capela do alto
3510401,Capivari,SP,capivari
3510500,Caraguatatuba,SP,caraguatatuba
3510609,Carapicuíba,SP,carapicuiba
3510708,Cardoso,SP,cardoso
3510807,Casa Branca,SP,casa branca
3510906,Cássia dos Coqueiros,SP,cassia dos coqueiros
3511003,Castilho,SP,castilho
3511102,Catanduva,SP,catanduva
3511201,Catiguá,SP,catigua
3511300,Cedral,SP,cedral
3511409,Cerqueira César,SP,cerqueira cesar
3511508,Cerquilho,SP,cerquilho
3511607,Cesário Lange,SP,cesario lange
3511706,Charqueada,SP,charqueada
3557204,Chavantes,SP,chavantes
3511904,Clementina,SP,clementina
3512001,Colina,SP,colina
3512100,Colômbia,SP,colombia
3512209,Conchal,SP,conchal
3512308,Conchas,SP,conchas
3512407,Cordeirópolis,SP,cordeiropolis
3512506,Coroados,SP,coroados
3512605,Coronel Macedo,SP,coronel macedo
3512704,Corumbataí,SP,corumbatai
3512803,Cosmópolis,SP,cosmopolis
3512902,Cosmorama,SP,cosmorama
3513009,Cotia,SP,cotia
3513108,Cravinhos,SP,cravinhos
3513207,Cristais Paulista,SP,cristais paulista
3513306,Cruzália,SP,cruzalia
3513405,Cruzeiro,SP,cruzeiro
3513504,Cubatão,SP,cubatao
3513603,Cunha,SP,cunha
3513702,Descalvado,SP,descalvado
3513801,Diadema,SP,diadema
3513850,Dirce Reis,SP,dirce reis
3513900,Divinolândia,SP,divinolandia
3514007,Dobrada,SP,dobrada
3514106,Dois Córregos,SP,dois corregos
3514205,Dolcinópolis,SP,dolcinopolis
3514304,Dourado,SP,dourado
3514403,Dracena,SP,dracena
3514502,Duartina,SP,duartina
3514601,Dumont,SP,dumont
3514700,Echaporã,SP,echapora
3514809,Eldorado,SP,eldorado
3514908,Elias Fausto,SP,elias fausto
3514924,Elisiário,SP,elisiario
3514957,Embaúba,SP,embauba
3515004,Embu das Artes,SP,embu das artes
3515103,Embu-Guaçu,SP,embu-guacu
3515129,Emilianópolis,SP,emilianopolis
3515152,Engenheiro Coelho,SP,engenheiro coelho
3515186,Espírito Santo do Pinhal,SP,espirito santo do pinhal
3515194,Espírito Santo do Turvo,SP,espirito santo do turvo
3557303,Estiva Gerbi,SP,estiva gerbi
3515202,Estrela d'Oeste,SP,estrela d'oeste
3515301,Estrela do Norte,SP,estrela do norte
3515350,Euclides da Cunha Paulista,SP,euclides da cunha paulista
3515400,Fartura,SP,fartura
3515608,Fernando Prestes,SP,fernando prestes
3515509,Fernandópolis,SP,fernandopolis
3515657,Fernão,SP,fernao
3515707,Ferraz de Vasconcelos,SP,ferraz de vasconcelos
3515806,Flora Rica,SP,flora rica
3515905,Floreal,SP,floreal
3516002,Flórida Paulista,SP,florida paulista
3516101,Florínea,SP,florinea
3516200,Franca,SP,franca
3516309,Francisco Morato,SP,francisco morato
3516408,Franco da Rocha,SP,franco da rocha
3516507,Gabriel Monteiro,SP,gabriel monteiro
3516606,Gália,SP,galia
3516705,Garça,SP,garca
3516804,Gastão Vidigal,SP,gastao vidigal
3516853,Gavião Peixoto,SP,gaviao peixoto
3516903,General Salgado,SP,general salgado
3517000,Getulina,SP,getulina
3517109,Glicério,SP,glicerio
3517208,Guaiçara,SP,guaicara
3517307,Guaimbê,SP,guaimbe
3517406,Guaíra,SP,guaira
3517505,Guapiaçu,SP,guapiacu
3517604,Guapiara,SP,guapiara
3517703,Guará,SP,guara
3517802,Guaraçaí,SP,guaracai
3517901,Guaraci,SP,guaraci
3518008,Guarani d'Oeste,SP,guarani d'oeste
3518107,Guarantã,SP,guaranta
3518206,Guararapes,SP,guararapes
3518305,Guararema,SP,guararema
3518404,Guaratinguetá,SP,guaratingueta
3518503,Guareí,SP,guarei
3518602,Guariba,SP,guariba
3518701,Guarujá,SP,guaruja
3518800,Guarulhos,SP,guarulhos
3518859,Guatapará,SP,guatapara
3518909,Guzolândia,SP,guzolandia
3519006,Herculândia,SP,herculandia
3519055,Holambra,SP,holambra
3519071,Hortolândia,SP,hortolandia
3519105,Iacanga,SP,iacanga
3519204,Iacri,SP,iacri
3519253,Iaras,SP,iaras
3519303,Ibaté,SP,ibate
3519402,Ibirá,SP,ibira
3519501,Ibirarema,SP,ibirarema
3519600,Ibitinga,SP,ibitinga
3519709,Ibiúna,SP,ibiuna
3519808,Icém,SP,icem
3519907,Iepê,SP,iepe
3520004,Igaraçu do Tietê,SP,igaracu do tiete
3520103,Igarapava,SP,igarapava
3520202,Igaratá,SP,igarata
3520301,Iguape,SP,iguape
3520426,Ilha Comprida,SP,ilha comprida
3520442,Ilha Solteira,SP,ilha solteira
3520400,Ilhabela,SP,ilhabela
3520509,Indaiatuba,SP,indaiatuba
3520608,Indiana,SP,indiana
3520707,Indiaporã,SP,indiapora
3520806,Inúbia Paulista,SP,inubia paulista
3520905,Ipaussu,SP,ipaussu
3521002,Iperó,SP,ipero
3521101,Ipeúna,SP,ipeuna
3521150,Ipiguá,SP,ipigua
3521200,Iporanga,SP,iporanga
3521309,Ipuã,SP,ipua
3521408,Iracemápolis,SP,iracemapolis
3521507,Irapuã,SP,irapua
3521606,Irapuru,SP,irapuru
3521705,Itaberá,SP,itabera
3521804,Itaí,SP,itai
3521903,Itajobi,SP,itajobi
3522000,Itaju,SP,itaju
3522109,Itanhaém,SP,itanhaem
3522158,Itaoca,SP,itaoca
3522208,Itapecerica da Serra,SP,itapecerica da serra
3522307,Itapetininga,SP,itapetininga
3522406,Itapeva,SP,itapeva
3522505,Itapevi,SP,itapevi
3522604,Itapira,SP,itapira
3522653,Itapirapuã Paulista,SP,itapirapua paulista
3522703,Itápolis,SP,itapolis
3522802,Itaporanga,SP,itaporanga
3522901,Itapuí,SP,itapui
3523008,Itapura,SP,itapura
3523107,Itaquaquecetuba,SP,itaquaquecetuba
3523206,Itararé,SP,itarare
3523305,Itariri,SP,itariri
3523404,Itatiba,SP,itatiba
3523503,Itatinga,SP,itatinga
3523602,Itirapina,SP,itirapina
3523701,Itirapuã,SP,itirapua
3523800,Itobi,SP,itobi
3523909,Itu,SP,itu
3524006,Itupeva,SP,itupeva
3524105,Ituverava,SP,ituverava
3524204,Jaborandi,SP,jaborandi
3524303,Jaboticabal,SP,jaboticabal
3524402,Jacareí,SP,jacarei
3524501,Jaci,SP,jaci
3524600,Jacupiranga,SP,jacupiranga
3524709,Jaguariúna,SP,jaguariuna
3524808,Jales,SP,jales
3524907,Jambeiro,SP,jambeiro
3525003,Jandira,SP,jandira
3525102,Jardinópolis,SP,jardinopolis
3525201,Jarinu,SP,jarinu
3525300,Jaú,SP,jau
3525409,Jeriquara,SP,jeriquara
3525508,Joanópolis,SP,joanopolis
3525607,João Ramalho,SP,joao ramalho
3525706,José Bonifácio,SP,jose bonifacio
3525805,Júlio Mesquita,SP,julio mesquita
3525854,Jumirim,SP,jumirim
3525904,Jundiaí,SP,jundiai
3526001,Junqueirópolis,SP,junqueiropolis
3526100,Juquiá,SP,juquia
3526209,Juquitiba,SP,juquitiba
3526308,Lagoinha,SP,lagoinha
3526407,Laranjal Paulista,SP,laranjal paulista
3526506,Lavínia,SP,lavinia
3526605,Lavrinhas,SP,lavrinhas
3526704,Leme,SP,leme
3526803,Lençóis Paulista,SP,lencois paulista
3526902,Limeira,SP,limeira
3527009,Lindóia,SP,lindoia
3527108,Lins,SP,lins
3527207,Lorena,SP,lorena
3527256,Lourdes,SP,lourdes
3527306,Louveira,SP,louveira
3527405,Lucélia,SP,lucelia
3527504,Lucianópolis,SP,lucianopolis
3527603,Luís Antônio,SP,luis antonio
3527702,Luiziânia,SP,luiziania
3527801,Lupércio,SP,lupercio
3527900,Lutécia,SP,lutecia
3528007,Macatuba,SP,macatuba
3528106,Macaubal,SP,macaubal
3528205,Macedônia,SP,macedonia
3528304,Magda,SP,magda
3528403,Mairinque,SP,mairinque
3528502,Mairiporã,SP,mairipora
3528601,Manduri,SP,manduri
3528700,Marabá Paulista,SP,maraba paulista
3528809,Maracaí,SP,maracai
3528858,Marapoama,SP,marapoama
3528908,Mariápolis,SP,mariapolis
3529005,Marília,SP,marilia
3529104,Marinópolis,SP,marinopolis
3529203,Martinópolis,SP,martinopolis
3529302,Matão,SP,matao
3529401,Mauá,SP,maua
3529500,Mendonça,SP,mendonca
3529609,Meridiano,SP,meridiano
3529658,Mesópolis,SP,mesopolis
3529708,Miguelópolis,SP,miguelopolis
3529807,Mineiros do Tietê,SP,mineiros do tiete
3530003,Mira Estrela,SP,mira estrela
3529906,Miracatu,SP,miracatu
3530102,Mirandópolis,SP,mirandopolis
3530201,Mirante do Paranapanema,SP,mirante do paranapanema
3530300,Mirassol,SP,mirassol
3530409,Mirassolândia,SP,mirassolandia
3530508,Mococa,SP,mococa
3530607,Mogi das Cruzes,SP,mogi das cruzes
3530706,Mogi Guaçu,SP,mogi guacu
3530805,Mogi Mirim,SP,mogi mirim
3530904,Mombuca,SP,mombuca
3531001,Monções,SP,moncoes
3531100,Mongaguá,SP,mongagua
3531209,Monte Alegre do Sul,SP,monte alegre do sul
3531308,Monte Alto,SP,monte alto
3531407,Monte Aprazível,SP,monte aprazivel
3531506,Monte Azul Paulista,SP,monte azul paulista
3531605,Monte Castelo,SP,monte castelo
3531803,Monte Mor,SP,monte mor
3531704,Monteiro Lobato,SP,monteiro lobato
3531902,Morro Agudo,SP,morro agudo
3532009,Morungaba,SP,morungaba
3532058,Motuca,SP,motuca
3532108,Murutinga do Sul,SP,murutinga do sul
3532157,Nantes,SP,nantes
3532207,Narandiba,SP,narandiba
3532306,Natividade da Serra,SP,natividade da serra
3532405,Nazaré Paulista,SP,nazare paulista
3532504,Neves Paulista,SP,neves paulista
3532603,Nhandeara,SP,nhandeara
3532702,Nipoã,SP,nipoa
3532801,Nova Aliança,SP,nova alianca
3532827,Nova Campina,SP,nova campina
3532843,Nova Canaã Paulista,SP,nova canaa paulista
3532868,Nova Castilho,SP,nova castilho
3532900,Nova Europa,SP,nova europa
3533007,Nova Granada,SP,nova granada
3533106,Nova Guataporanga,SP,nova guataporanga
3533205,Nova Independência,SP,nova independencia
3533304,Nova Luzitânia,SP,nova luzitania
3533403,Nova Odessa,SP,nova odessa
3533254,Novais,SP,novais
3533502,Novo Horizonte,SP,novo horizonte
3533601,Nuporanga,SP,nuporanga
3533700,Ocauçu,SP,ocaucu
3533809,Óleo,SP,oleo
3533908,Olímpia,SP,olimpia
3534005,Onda Verde,SP,onda verde
3534104,Oriente,SP,oriente
3534203,Orindiúva,SP,orindiuva
3534302,Orlândia,SP,orlandia
3534401,Osasco,SP,osasco
3534500,Oscar Bressane,SP,oscar bressane
3534609,Osvaldo Cruz,SP,osvaldo cruz
3534708,Ourinhos,SP,ourinhos
3534807,Ouro Verde,SP,ouro verde
3534757,Ouroeste,SP,ouroeste
3534906,Pacaembu,SP,pacaembu
3535002,Palestina,SP,palestina
3535101,Palmares Paulista,SP,palmares paulista
3535200,Palmeira d'Oeste,SP,palmeira d'oeste
3535309,Palmital,SP,palmital
3535408,Panorama,SP,panorama
3535507,Paraguaçu Paulista,SP,paraguacu paulista
3535606,Paraibuna,SP,paraibuna
3535705,Paraíso,SP,paraiso
3535804,Paranapanema,SP,paranapanema
3535903,Paranapuã,SP,paranapua
3536000,Parapuã,SP,parapua
3536109,Pardinho,SP,pardinho
3536208,Pariquera-Açu,SP,pariquera-acu
3536257,Parisi,SP,parisi
3536307,Patrocínio Paulista,SP,patrocinio paulista
3536406,Paulicéia,SP,pauliceia
3536505,Paulínia,SP,paulinia
3536570,Paulistânia,SP,paulistania
3536604,Paulo de Faria,SP,paulo de faria
3536703,Pederneiras,SP,pederneiras
3536802,Pedra Bela,SP,pedra bela
3536901,Pedranópolis,SP,pedranopolis
3537008,Pedregulho,SP,pedregulho
3537107,Pedreira,SP,pedreira
3537156,Pedrinhas Paulista,SP,pedrinhas paulista
3537206,Pedro de Toledo,SP,pedro de toledo
3537305,Penápolis,SP,penapolis
3537404,Pereira Barreto,SP,pereira barreto
3537503,Pereiras,SP,pereiras
3537602,Peruíbe,SP,peruibe
3537701,Piacatu,SP,piacatu
3537800,Piedade,SP,piedade
3537909,Pilar do Sul,SP,pilar do sul
3538006,Pindamonhangaba,SP,pindamonhangaba
3538105,Pindorama,SP,pindorama
3538204,Pinhalzinho,SP,pinhalzinho
3538303,Piquerobi,SP,piquerobi
3538501,Piquete,SP,piquete
3538600,Piracaia,SP,piracaia
3538709,Piracicaba,SP,piracicaba
3538808,Piraju,SP,piraju
3538907,Pirajuí,SP,pirajui
3539004,Pirangi,SP,pirangi
3539103,Pirapora do Bom Jesus,SP,pirapora do bom jesus
3539202,Pirapozinho,SP,pirapozinho
3539301,Pirassununga,SP,pirassununga
3539400,Piratininga,SP,piratininga
3539509,Pitangueiras,SP,pitangueiras
3539608,Planalto,SP,planalto
3539707,Platina,SP,platina
3539806,Poá,SP,poa
3539905,Poloni,SP,poloni
3540002,Pompéia,SP,pompeia
3540101,Pongaí,SP,pongai
3540200,Pontal,SP,pontal
3540259,Pontalinda,SP,pontalinda
3540309,Pontes Gestal,SP,pontes gestal
3540408,Populina,SP,populina
3540507,Porangaba,SP,porangaba
3540606,Porto Feliz,SP,porto feliz
3540705,Porto Ferreira,SP,porto ferreira
3540754,Potim,SP,potim
3540804,Potirendaba,SP,potirendaba
3540853,Pracinha,SP,pracinha
3540903,Pradópolis,SP,pradopolis
3541000,Praia Grande,SP,praia grande
3541059,Pratânia,SP,pratania
3541109,Presidente Alves,SP,presidente alves
3541208,Presidente Bernardes,SP,presidente bernardes
3541307,Presidente Epitácio,SP,presidente epitacio
3541406,Presidente Prudente,SP,presidente prudente
3541505,Presidente Venceslau,SP,presidente venceslau
3541604,Promissão,SP,promissao
3541653,Quadra,SP,quadra
3541703,Quatá,SP,quata
3541802,Queiroz,SP,queiroz
3541901,Queluz,SP,queluz
3542008,Quintana,SP,quintana
3542107,Rafard,SP,rafard
3542206,Rancharia,SP,rancharia
3542305,Redenção da Serra,SP,redencao da serra
3542404,Regente Feijó,SP,regente feijo
3542503,Reginópolis,SP,reginopolis
3542602,Registro,SP,registro
3542701,Restinga,SP,restinga
3542800,Ribeira,SP,ribeira
3542909,Ribeirão Bonito,SP,ribeirao bonito
3543006,Ribeirão Branco,SP,ribeirao branco
3543105,Ribeirão Corrente,SP,ribeirao corrente
3543204,Ribeirão do Sul,SP,ribeirao do sul
3543238,Ribeirão dos Índios,SP,ribeirao dos indios
3543253,Ribeirão Grande,SP,ribeirao grande
3543303,Ribeirão Pires,SP,ribeirao pires
3543402,Ribeirão Preto,SP,ribeirao preto
3543600,Rifaina,SP,rifaina
3543709,Rincão,SP,rincao
3543808,Rinópolis,SP,rinopolis
3543907,Rio Claro,SP,rio claro
3544004,Rio das Pedras,SP,rio das pedras
3544103,Rio Grande da Serra,SP,rio grande da serra
3544202,Riolândia,SP,riolandia
3543501,Riversul,SP,riversul
3544251,Rosana,SP,rosana
3544301,Roseira,SP,roseira
3544400,Rubiácea,SP,rubiacea
3544509,Rubinéia,SP,rubineia
3544608,Sabino,SP,sabino
3544707,Sagres,SP,sagres
3544806,Sales,SP,sales
3544905,Sales Oliveira,SP,sales oliveira
3545001,Salesópolis,SP,salesopolis
3545100,Salmourão,SP,salmourao
3545159,Saltinho,SP,saltinho
3545209,Salto,SP,salto
3545308,Salto de Pirapora,SP,salto de pirapora
3545407,Salto Grande,SP,salto grande
3545506,Sandovalina,SP,sandovalina
3545605,Santa Adélia,SP,santa adelia
3545704,Santa Albertina,SP,santa albertina
3545803,Santa Bárbara d'Oeste,SP,santa barbara d'oeste
3546009,Santa Branca,SP,santa branca
3546108,Santa Clara d'Oeste,SP,santa clara d'oeste
3546207,Santa Cruz da Conceição,SP,santa cruz da conceicao
3546256,Santa Cruz da Esperança,SP,santa cruz da esperanca
3546306,Santa Cruz das Palmeiras,SP,santa cruz das palmeiras
3546405,Santa Cruz do Rio Pardo,SP,santa cruz do rio pardo
3546504,Santa Ernestina,SP,santa ernestina
3546603,Santa Fé do Sul,SP,santa fe do sul
3546702,Santa Gertrudes,SP,santa gertrudes
3546801,Santa Isabel,SP,santa isabel
3546900,Santa Lúcia,SP,santa lucia
3547007,Santa Maria da Serra,SP,santa maria da serra
3547106,Santa Mercedes,SP,santa mercedes
3547403,Santa Rita d'Oeste,SP,santa rita d'oeste
3547502,Santa Rita do Passa Quatro,SP,santa rita do passa quatro
3547601,Santa Rosa de Viterbo,SP,santa rosa de viterbo
3547650,Santa Salete,SP,santa salete
3547205,Santana da Ponte Pensa,SP,santana da ponte pensa
3547304,Santana de Parnaíba,SP,santana de parnaiba
3547700,Santo Anastácio,SP,santo anastacio
3547809,Santo André,SP,santo andre
3547908,Santo Antônio da Alegria,SP,santo antonio da alegria
3548005,Santo Antônio de Posse,SP,santo antonio de posse
3548054,Santo Antônio do Aracanguá,SP,santo antonio do aracangua
3548104,Santo Antônio do Jardim,SP,santo antonio do jardim
3548203,Santo Antônio do Pinhal,SP,santo antonio do pinhal
3548302,Santo Expedito,SP,santo expedito
3548401,Santópolis do Aguapeí,SP,santopolis do aguapei
3548500,Santos,SP,santos
3548609,São Bento do Sapucaí,SP,sao bento do sapucai
3548708,São Bernardo do Campo,SP,sao bernardo do campo
3548807,São Caetano do Sul,SP,sao caetano do sul
3548906,São Carlos,SP,sao carlos
3549003,São Francisco,SP,sao francisco
3549102,São João da Boa Vista,SP,sao joao da boa vista
3549201,São João das Duas Pontes,SP,sao joao das duas pontes
3549250,São João de Iracema,SP,sao joao de iracema
3549300,São João do Pau d'Alho,SP,sao joao do pau d'alho
3549409,São Joaquim da Barra,SP,sao joaquim da barra
3549508,São José da Bela Vista,SP,sao jose da bela vista
3549607,São José do Barreiro,SP,sao jose do barreiro
3549706,São José do Rio Pardo,SP,sao jose do rio pardo
3549805,São José do Rio Preto,SP,sao jose do rio preto
3549904,São José dos Campos,SP,sao jose dos campos
3549953,São Lourenço da Serra,SP,sao lourenco da serra
3550001,São Luiz do Paraitinga,SP,sao luiz do paraitinga
3550100,São Manuel,SP,sao manuel
3550209,São Miguel Arcanjo,SP,sao miguel arcanjo
3550308,São Paulo,SP,sao paulo
3550407,São Pedro,SP,sao pedro
3550506,São Pedro do Turvo,SP,sao pedro do turvo
3550605,São Roque,SP,sao roque
3550704,São Sebastião,SP,sao sebastiao
3550803,São Sebastião da Grama,SP,sao sebastiao da grama
3550902,São Simão,SP,sao simao
3551009,São Vicente,SP,sao vicente
3551108,Sarapuí,SP,sarapui
3551207,Sarutaiá,SP,sarutaia
3551306,Sebastianópolis do Sul,SP,sebastianopolis do sul
3551405,Serra Azul,SP,serra azul
3551603,Serra Negra,SP,serra negra
3551504,Serrana,SP,serrana
3551702,Sertãozinho,SP,sertaozinho
3551801,Sete Barras,SP,sete barras
3551900,Severínia,SP,severinia
3552007,Silveiras,SP,silveiras
3552106,Socorro,SP,socorro
3552205,Sorocaba,SP,sorocaba
3552304,Sud Mennucci,SP,sud mennucci
3552403,Sumaré,SP,sumare
3552551,Suzanápolis,SP,suzanapolis
3552502,Suzano,SP,suzano
3552601,Tabapuã,SP,tabapua
3552700,Tabatinga,SP,tabatinga
3552809,Taboão da Serra,SP,taboao da serra
3552908,Taciba,SP,taciba
3553005,Taguaí,SP,taguai
3553104,Taiaçu,SP,taiacu
3553203,Taiúva,SP,taiuva
3553302,Tambaú,SP,tambau
3553401,Tanabi,SP,tanabi
3553500,Tapiraí,SP,tapirai
3553609,Tapiratiba,SP,tapiratiba
3553658,Taquaral,SP,taquaral
3553708,Taquaritinga,SP,taquaritinga
3553807,Taquarituba,SP,taquarituba
3553856,Taquarivaí,SP,taquarivai
3553906,Tarabai,SP,tarabai
3553955,Tarumã,SP,taruma
3554003,Tatuí,SP,tatui
3554102,Taubaté,SP,taubate
3554201,Tejupá,SP,tejupa
3554300,Teodoro Sampaio,SP,teodoro sampaio
3554409,Terra Roxa,SP,terra roxa
3554508,Tietê,SP,tiete
3554607,Timburi,SP,timburi
3554656,Torre de Pedra,SP,torre de pedra
3554706,Torrinha,SP,torrinha
3554755,Trabiju,SP,trabiju
3554805,Tremembé,SP,tremembe
3554904,Três Fronteiras,SP,tres fronteiras
3554953,Tuiuti,SP,tuiuti
3555000,Tupã,SP,tupa
3555109,Tupi Paulista,SP,tupi paulista
3555208,Turiúba,SP,turiuba
3555307,Turmalina,SP,turmalina
3555356,Ubarana,SP,ubarana
3555406,Ubatuba,SP,ubatuba
